barcode_fieldsample;CORRECTED_barcode_fieldsample;type_sample;latitude;longitude;habitattype;sampling_date;hab_code;hab_name
MFD06300;MFD06300;Soil;56.20217929;10.10566614;natural_soil;2022-05-11T00:00:00Z;6200;Overdrev
MFD06301;MFD06301;sediment;56.21688971;10.10851907;natural_soil;2022-05-30T00:00:00Z;3100;Sø
MFD06302;MFD06302;Soil;56.21569534;10.11401655;natural_soil;2022-05-23T00:00:00Z;6400;Eng
MFD06303;MFD06303;soil;55.245342;14.733579;natural_soil;29-06-2021;5130;Enekrat
MFD06304;MFD06304;Soil;56.20231835;10.10575115;natural_soil;2022-05-11T00:00:00Z;6200;Overdrev
MFD06305;MFD06305;Sediment;56.20661297;10.10686557;natural_soil;2022-05-18T00:00:00Z;7000;Mose og Kær
MFD06306;MFD06306;Soil;56.21786985;10.1154107;natural_soil;2022-05-30T00:00:00Z;6400;Eng
MFD06307;MFD06307;Soil;56.21714098;10.11328419;natural_soil;2022-05-30T00:00:00Z;6400;Eng
MFD06308;MFD06308;Soil;56.21557323;10.11299835;natural_soil;2022-06-01T00:00:00Z;6400;Eng
MFD06309;MFD06309;Soil;56.21046038;10.11698202;natural_soil;2022-05-12T00:00:00Z;6400;Eng
MFD06310;MFD06310;Sediment;56.20642175;10.10600706;natural_soil;2022-05-18T00:00:00Z;7000;Mose og Kær
MFD06311;MFD06311;Soil;56.20767053;10.10899737;natural_soil;2022-05-18T00:00:00Z;6400;Eng
MFD06312;MFD06312;Soil;56.21403946;10.11370384;natural_soil;2022-05-23T00:00:00Z;6400;Eng
MFD06313;MFD06313;Soil;56.20411588;10.10457717;natural_soil;2022-05-18T00:00:00Z;6200;Overdrev
MFD06314;MFD06314;soil;55.010012;15.019691;natural_soil;06-07-2021;91E0;Elle- og askeskov
MFD06315;MFD06315;Soil;56.20717115;10.1100834;natural_soil;2022-06-01T00:00:00Z;6400;Eng
MFD06316;MFD06316;Soil;56.21505107;10.11249497;natural_soil;2022-06-01T00:00:00Z;6400;Eng
MFD06317;MFD06317;Soil;56.21467369;10.10924667;natural_soil;2022-06-03T00:00:00Z;6400;Eng
MFD06318;MFD06318;Soil;56.21658458;10.10824251;natural_soil;2022-05-30T00:00:00Z;2;ikke habitatnatur
MFD06319;MFD06319;Sediment;56.21690475;10.1088715;natural_soil;2022-05-30T00:00:00Z;3100;Sø
MFD06320;MFD06320;Soil;56.21660389;10.11097765;natural_soil;2022-05-30T00:00:00Z;2;ikke habitatnatur
MFD06321;MFD06321;Soil;56.20897566;10.10506515;natural_soil;2022-05-30T00:00:00Z;6400;Eng
MFD06322;MFD06322;Soil;56.20891405;10.10521856;natural_soil;2022-05-30T00:00:00Z;6400;Eng
MFD06323;MFD06323;Soil;56.20188998;10.10219662;natural_soil;2022-05-11T00:00:00Z;6400;Eng
MFD06324;MFD06324;Soil;56.21734387;10.11151723;natural_soil;2022-05-30T00:00:00Z;6400;Eng
MFD06325;MFD06325;Soil;56.21849459;10.11303949;natural_soil;2022-05-30T00:00:00Z;6400;Eng
MFD06326;MFD06326;soil;55.10571;14.948822;natural_soil;10-07-2021;7230;Rigkær
MFD06327;MFD06327;Soil;56.21307529;10.11101107;natural_soil;2022-06-03T00:00:00Z;2;ikke habitatnatur
MFD06328;MFD10676;Sediment;56.20746276;10.10967253;natural_soil;2022-06-01T00:00:00Z;6400;Fersk eng
MFD06328;MFD10676;soil;55.195914;14.851831;natural_soil;30-06-2021;8220;Indlandsklippe
MFD06329;MFD06329;Soil;56.21133193;10.11205767;natural_soil;2022-05-19T00:00:00Z;7000;Mose og Kær
MFD06329;MFD06329;soil;55.282523;14.77204;natural_soil;27-06-2021;8220;Indlandsklippe
MFD06330;MFD06330;Soil;56.21582336;10.10931959;natural_soil;2022-06-01T00:00:00Z;2;ikke habitatnatur
MFD06331;MFD06331;Soil;56.20596757;10.11007217;natural_soil;2022-05-11T00:00:00Z;6210;Kalkoverdrev
MFD06332;MFD06332;Soil;56.21198264;10.11663443;natural_soil;2022-05-12T00:00:00Z;6410;Tidvis våd eng
MFD06333;MFD06333;Soil;56.20711999;10.11532542;natural_soil;2022-05-11T00:00:00Z;6410;Tidvis våd eng
MFD06334;MFD06334;Soil;56.20165821;10.10170411;natural_soil;2022-05-11T00:00:00Z;6410;Tidvis våd eng
MFD06335;MFD06335;soil;55.098008;15.084426;natural_soil;04-07-2021;4030;Tør hede
MFD06336;MFD06336;soil;55.010512;15.018926;natural_soil;06-07-2021;7210;Avneknippemose
MFD06337;MFD06337;Soil;56.20388619;10.10378856;natural_soil;2022-05-18T00:00:00Z;6200;Overdrev
MFD06338;MFD06338;Sediment;56.20724633;10.10977948;natural_soil;2022-06-01T00:00:00Z;6400;Fersk eng
MFD06339;MFD06339;Soil;56.20459449;10.10463139;natural_soil;2022-05-18T00:00:00Z;7000;Mose og Kær
MFD06340;MFD06340;Soil;56.21092626;10.11647864;natural_soil;2022-05-12T00:00:00Z;6410;Tidvis våd eng
MFD06341;MFD06341;Soil;56.21056273;10.11391606;natural_soil;2022-05-12T00:00:00Z;6410;Tidvis våd eng
MFD06342;MFD06342;Soil;56.21055841;10.11325621;natural_soil;2022-05-12T00:00:00Z;6410;Tidvis våd eng
MFD06343;MFD06343;Soil;56.20739334;10.10941289;natural_soil;2022-06-01T00:00:00Z;6410;Tidvis våd eng
MFD06344;MFD06344;Soil;56.2132416;10.11051666;natural_soil;2022-06-03T00:00:00Z;2;ikke habitatnatur
MFD06345;MFD06345;Soil;56.20680199;10.11633434;natural_soil;2022-05-11T00:00:00Z;2;ikke habitatnatur
MFD06346;MFD06346;Soil;56.21398924;10.10965298;natural_soil;2022-06-03T00:00:00Z;2;ikke habitatnatur
MFD06347;MFD06347;Soil;56.20481993;10.10644837;natural_soil;2022-05-12T00:00:00Z;9100;Skov
MFD06348;MFD06348;Soil;56.20702221;10.10854602;natural_soil;2022-05-18T00:00:00Z;6200;Overdrev
MFD06349;MFD06349;Soil;56.21627762;10.11305482;natural_soil;2022-05-30T00:00:00Z;2;ikke habitatnatur
MFD06350;MFD06350;Soil;56.21020686;10.10850619;natural_soil;2022-06-01T00:00:00Z;7000;Mose og Kær
MFD06351;MFD06351;Sediment;56.20610452;10.10591064;natural_soil;2022-05-18T00:00:00Z;7000;Mose og Kær
MFD06352;MFD06352;soil;55.223553;14.896315;natural_soil;30-06-2021;91E0;Elle- og askeskov
MFD06353;MFD06353;Soil;56.21710319;10.11625215;natural_soil;2022-05-23T00:00:00Z;2;ikke habitatnatur
MFD06354;MFD06354;Soil;56.20201288;10.1021974;natural_soil;2022-05-11T00:00:00Z;6400;Fersk eng
MFD06355;MFD06355;Soil;56.20678596;10.11299014;natural_soil;2022-05-11T00:00:00Z;6410;Tidvis våd eng
MFD06356;MFD06356;soil;55.036131;14.869871;natural_soil;06-07-2021;9100;Skov
MFD06357;MFD06357;Soil;56.20136078;10.10603043;natural_soil;2022-05-11T00:00:00Z;6200;Overdrev
MFD06358;MFD06358;Soil;56.21238299;10.11355105;natural_soil;2022-05-19T00:00:00Z;6410;Tidvis våd eng
MFD06359;MFD06359;Soil;56.2118667;10.1138064;natural_soil;2022-05-19T00:00:00Z;6410;Tidvis våd eng
MFD06360;MFD06360;Soil;56.21578515;10.11441025;natural_soil;2022-05-23T00:00:00Z;6400;Fersk eng
MFD06361;MFD06361;Soil;56.2166292;10.11076534;natural_soil;2022-05-30T00:00:00Z;2;ikke habitatnatur
MFD06362;MFD06362;Soil;56.205188;10.10713384;natural_soil;2022-05-12T00:00:00Z;7000;Mose og Kær
MFD06363;MFD06363;Soil;56.20722263;10.10936007;natural_soil;2022-05-18T00:00:00Z;6200;Overdrev
MFD06364;MFD06364;Soil;56.2140313;10.11389777;natural_soil;2022-05-23T00:00:00Z;6400;Fersk eng
MFD06365;MFD06365;Soil;56.21669582;10.11594905;natural_soil;2022-05-23T00:00:00Z;6400;Fersk eng
MFD06366;MFD06366;Sediment;56.20482488;10.10476391;natural_soil;2022-05-18T00:00:00Z;7000;Mose og Kær
MFD06367;MFD06367;Soil;56.21045269;10.116886;natural_soil;2022-05-12T00:00:00Z;6400;Fersk eng
MFD06368;MFD06368;Soil;56.21596791;10.10822311;natural_soil;2022-05-30T00:00:00Z;6400;Fersk eng
MFD06369;MFD06369;Soil;56.21684713;10.11314001;natural_soil;2022-05-30T00:00:00Z;6400;Fersk eng
MFD06370;MFD06370;Sediment;56.21701048;10.1085336;natural_soil;2022-05-30T00:00:00Z;3100;Sø
MFD06371;MFD06371;Soil;56.20462443;10.10619609;natural_soil;2022-05-12T00:00:00Z;9100;Skov
MFD06372;MFD06372;Soil;56.20560566;10.10631085;natural_soil;2022-05-18T00:00:00Z;7000;Mose og Kær
MFD06373;MFD06373;Soil;56.21233724;10.11161122;natural_soil;2022-05-19T00:00:00Z;6400;Fersk eng
MFD06374;MFD06374;Soil;56.20866152;10.10593132;natural_soil;2022-05-30T00:00:00Z;6400;Fersk eng
MFD06375;MFD06375;Soil;56.21159999;10.11246802;natural_soil;2022-05-19T00:00:00Z;6410;Tidvis våd eng
MFD06376;MFD06376;Soil;56.21035692;10.11658796;natural_soil;2022-05-12T00:00:00Z;6410;Tidvis våd eng
MFD06377;MFD06377;Soil;56.21537729;10.11429699;natural_soil;2022-05-23T00:00:00Z;6400;Fersk eng
MFD06378;MFD06378;Soil;56.21036457;10.11692698;natural_soil;2022-05-12T00:00:00Z;6400;Fersk eng
MFD06379;MFD06379;Soil;56.21128577;10.11573955;natural_soil;2022-05-12T00:00:00Z;6410;Tidvis våd eng
MFD06380;MFD06380;Sediment;56.2169511;10.10878141;natural_soil;2022-05-30T00:00:00Z;3100;Sø
MFD06381;MFD06381;Soil;56.21842772;10.11231221;natural_soil;2022-05-30T00:00:00Z;2;ikke habitatnatur
MFD06382;MFD06382;Soil;56.21289958;10.11390033;natural_soil;2022-05-19T00:00:00Z;6400;Fersk eng
MFD06383;MFD06383;Sediment/soil;56.20951975;10.11710244;natural_soil;2022-05-12T00:00:00Z;9100;Skov
MFD06384;MFD06384;Soil;56.20926147;10.10493462;natural_soil;2022-05-30T00:00:00Z;6400;Fersk eng
MFD06385;MFD06385;Soil;56.21635892;10.11322318;natural_soil;2022-05-30T00:00:00Z;2;ikke habitatnatur
MFD06386;MFD06386;Soil;56.21599354;10.11265762;natural_soil;2022-05-30T00:00:00Z;2;ikke habitatnatur
MFD06387;MFD06387;Soil;56.20967499;10.10613729;natural_soil;2022-05-30T00:00:00Z;6400;Fersk eng
MFD06388;MFD06388;Soil;56.21180892;10.11248742;natural_soil;2022-05-19T00:00:00Z;6400;Fersk eng
MFD06390;MFD06390;Soil;56.20957602;10.10653602;natural_soil;2022-05-30T00:00:00Z;6400;Fersk eng
MFD06391;MFD06391;Soil;56.20707311;10.10911315;natural_soil;2022-05-18T00:00:00Z;6200;Overdrev
MFD06392;MFD06392;Sediment;56.20736025;10.10904104;natural_soil;2022-05-18T00:00:00Z;6200;Overdrev
MFD06393;MFD06393;Sediment;56.20938385;10.11707585;natural_soil;2022-05-12T00:00:00Z;9100;Skov
MFD06394;MFD06394;Soil;56.21772933;10.11504463;natural_soil;2022-05-30T00:00:00Z;6400;Fersk eng
MFD06395;MFD06395;Soil;56.2136669;10.10843718;natural_soil;2022-06-03T00:00:00Z;2;ikke habitatnatur
MFD06396;MFD06396;soil;56.31126317;8.12847226;natural_soil;2022-02-02T00:00:00Z;2140;Klithede
MFD06397;MFD06397;soil;57.01331322;8.44779966;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06398;MFD06398;soil;56.30289908;8.13271833;natural_soil;2022-02-02T00:00:00Z;9100;Skov
MFD06399;MFD06399;soil;57.01521029;8.47244438;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06400;MFD06400;soil;57.02052009;8.46866081;natural_soil;2022-01-28T00:00:00Z;9100;Skov
MFD06401;MFD06401;soil;57.02161698;8.46470666;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06402;MFD06402;soil;56.30749814;8.13111227;natural_soil;2022-02-02T00:00:00Z;2190;Klitlavning
MFD06403;MFD06403;soil;57.02264479;8.46676324;natural_soil;2022-01-28T00:00:00Z;9100;Skov
MFD06404;MFD06404;soil;56.30266021;8.13471292;natural_soil;2022-02-02T00:00:00Z;9100;Skov
MFD06405;MFD06405;soil;57.01787142;8.46886865;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06406;MFD06406;soil;57.01547249;8.45959571;natural_soil;2022-01-28T00:00:00Z;2140;Klithede
MFD06407;MFD06407;soil;57.01768838;8.469435;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06408;MFD06408;Soil;56.1027533;9.720592635;natural_soil;02-03-2022;2;ikke habitatnatur
MFD06409;MFD06409;soil;57.0187216;8.46341101;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06410;MFD06410;soil;56.30667186;8.13399821;natural_soil;2022-02-02T00:00:00Z;2140;Klithede
MFD06411;MFD06411;soil;57.01636444;8.45331606;natural_soil;2022-01-28T00:00:00Z;2140;Klithede
MFD06412;MFD06412;soil;57.01421664;8.46668485;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06413;MFD06413;soil;57.01835596;8.47014228;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06414;MFD06414;soil;56.31516812;8.13076305;natural_soil;2022-02-02T00:00:00Z;2140;Klithede
MFD06415;MFD06415;soil;57.015817;8.47507273;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06416;MFD06416;soil;57.01916445;8.47024153;natural_soil;2022-01-28T00:00:00Z;2140;Klithede
MFD06417;MFD06417;soil;56.27696739;8.50078642;natural_soil;2022-03-14T00:00:00Z;2320;Revling-indlandsklit
MFD06418;MFD06418;soil;57.01952328;8.46909115;natural_soil;2022-01-28T00:00:00Z;2140;Klithede
MFD06419;MFD06419;soil;57.01878666;8.4536151;natural_soil;2022-01-28T00:00:00Z;2140;Klithede
MFD06420;MFD06420;soil;57.0162265;8.46857438;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06421;MFD06421;soil;57.02238923;8.46355936;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06422;MFD06422;soil;56.31440333;8.1303907;natural_soil;2022-02-02T00:00:00Z;2140;Klithede
MFD06423;MFD06423;soil;57.01881084;8.45662369;natural_soil;2022-01-28T00:00:00Z;2140;Klithede
MFD06424;MFD06424;soil;57.01557894;8.46915074;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06425;MFD06425;soil;57.01847967;8.45325187;natural_soil;2022-01-28T00:00:00Z;2140;Klithede
MFD06426;MFD06426;soil;56.31497912;8.13315667;natural_soil;2022-02-02T00:00:00Z;9100;Skov
MFD06427;MFD06427;soil;57.01435608;8.45082555;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06428;MFD06428;Soil;56.11040168;9.69916109;natural_soil;03-03-2022;9100;Skov
MFD06429;MFD06429;Soil;56.09890799;9.72119288;natural_soil;02-03-2022;9100;Skov
MFD06430;MFD06430;soil;57.01575994;8.46570125;natural_soil;2022-01-27T00:00:00Z;2130;Grå/grøn klit
MFD06431;MFD06431;soil;56.3079604;8.13469977;natural_soil;2022-02-02T00:00:00Z;2100;Kystklit
MFD06432;MFD06432;soil;56.27707745;8.49903399;natural_soil;2022-03-14T00:00:00Z;2320;Revling-indlandsklit
MFD06433;MFD06433;soil;56.30717107;8.1360245;natural_soil;2022-02-02T00:00:00Z;9100;Skov
MFD06434;MFD06434;Soil;56.09489121;9.72138984;natural_soil;02-03-2022;9100;Skov
MFD06435;MFD06435;soil;57.0278885;8.46320698;natural_soil;2022-04-29T00:00:00Z;3130;Søbred med småurter
MFD06436;MFD06436;Soil;56.11526217;9.70585344;natural_soil;03-03-2022;9100;Skov
MFD06437;MFD06437;soil;56.31531808;8.13135626;natural_soil;2022-02-02T00:00:00Z;2140;Klithede
MFD06438;MFD06438;soil;57.02193931;8.46057337;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06439;MFD06439;soil;57.01829344;8.47400122;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06440;MFD06440;soil;56.3109035;8.12848096;natural_soil;2022-02-02T00:00:00Z;2140;Klithede
MFD06441;MFD06441;soil;56.27743104;8.50151216;natural_soil;2022-03-14T00:00:00Z;4030;Tør hede
MFD06442;MFD06442;soil;57.02292455;8.45875851;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06443;MFD06443;soil;56.30745676;8.13175718;natural_soil;2022-02-02T00:00:00Z;2190;Klitlavning
MFD06444;MFD06444;soil;56.31372134;8.12860242;natural_soil;2022-02-02T00:00:00Z;2140;Klithede
MFD06445;MFD06445;soil;56.31496584;8.13153864;natural_soil;2022-02-02T00:00:00Z;2140;Klithede
MFD06446;MFD06446;soil;57.01934615;8.46966628;natural_soil;2022-01-28T00:00:00Z;2140;Klithede
MFD06447;MFD06447;soil;57.0147765;8.45038337;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06448;MFD06448;soil;57.0155771;8.45497554;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06449;MFD06449;soil;57.01811353;8.46837723;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06450;MFD06450;soil;57.01602868;8.46255238;natural_soil;2022-01-27T00:00:00Z;2130;Grå/grøn klit
MFD06451;MFD06451;soil;57.01707641;8.46771911;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06452;MFD06452;soil;57.01489015;8.45744044;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06453;MFD06453;soil;57.01635869;8.45770503;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06454;MFD06454;soil;57.01769782;8.46591015;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06455;MFD06455;soil;56.30750648;8.13240477;natural_soil;2022-02-02T00:00:00Z;2190;Klitlavning
MFD06456;MFD06456;soil;57.01384376;8.465200625;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06457;MFD06457;soil;57.0236398;8.46808639;natural_soil;2022-01-28T00:00:00Z;9100;Skov
MFD06458;MFD06458;Soil;56.1101585;9.7178444;natural_soil;02-03-2022;9100;Skov
MFD06459;MFD06459;soil;57.01414329;8.45500989;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06460;MFD06460;soil;56.31234305;8.13023714;natural_soil;2022-02-02T00:00:00Z;2140;Klithede
MFD06461;MFD06461;soil;57.01826409;8.45937481;natural_soil;2022-01-28T00:00:00Z;2140;Klithede
MFD06462;MFD06462;soil;57.01627443;8.46388351;natural_soil;2022-01-27T00:00:00Z;2130;Grå/grøn klit
MFD06463;MFD06463;soil;57.01594188;8.46732907;natural_soil;2022-01-27T00:00:00Z;2130;Grå/grøn klit
MFD06464;MFD06464;soil;57.01674519;8.46847315;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06465;MFD06465;soil;57.01811533;8.46563081;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06466;MFD06466;soil;57.02008306;8.45663653;natural_soil;2022-01-28T00:00:00Z;2140;Klithede
MFD06467;MFD06467;soil;56.30303266;8.1341587;natural_soil;2022-02-02T00:00:00Z;9100;Skov
MFD06468;MFD06468;soil;57.02779591;8.46591433;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06469;MFD06469;soil;57.01562475;8.47269538;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06470;MFD06470;soil;57.0204429;8.45650878;natural_soil;2022-01-28T00:00:00Z;2140;Klithede
MFD06471;MFD06471;soil;57.02589539;8.46287339;natural_soil;2022-01-28T00:00:00Z;2140;Klithede
MFD06472;MFD06472;soil;57.01443011;8.45017521;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06473;MFD06473;soil;57.01671743;8.4678125;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06474;MFD06474;soil;57.02006004;8.4559756;natural_soil;2022-01-28T00:00:00Z;2140;Klithede
MFD06475;MFD06475;soil;56.30703281;8.1339881;natural_soil;2022-02-02T00:00:00Z;2140;Klithede
MFD06476;MFD06476;soil;56.31394985;8.12830724;natural_soil;2022-02-02T00:00:00Z;2140;Klithede
MFD06477;MFD06477;soil;57.01780878;8.4549538;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06478;MFD06478;soil;57.0175535;8.46651256;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06479;MFD06479;soil;57.02014557;8.45925798;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06480;MFD06480;soil;57.0241176;8.46320806;natural_soil;2022-01-28T00:00:00Z;9100;Skov
MFD06481;MFD06481;Soil;56.10325406;9.719114865;natural_soil;02-03-2022;9100;Skov
MFD06482;MFD06482;soil;56.27052906;8.50973719;natural_soil;2022-03-14T00:00:00Z;4030;Tør hede
MFD06483;MFD06483;soil;57.03133763;8.46688618;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06484;MFD06484;soil;56.30775686;8.13299423;natural_soil;2022-02-02T00:00:00Z;2190;Klitlavning
MFD06485;MFD06485;soil;57.02330434;8.4666327;natural_soil;2022-01-28T00:00:00Z;9100;Skov
MFD06486;MFD06486;soil;56.30858612;8.12942347;natural_soil;2022-02-02T00:00:00Z;2190;Klitlavning
MFD06487;MFD06487;soil;57.02784304;8.4652587;natural_soil;2022-01-28T00:00:00Z;2190;Klitlavning
MFD06488;MFD06488;soil;57.02284977;8.46621614;natural_soil;2022-01-28T00:00:00Z;9100;Skov
MFD06489;MFD06489;soil;56.30140169;8.1349737;natural_soil;2022-02-02T00:00:00Z;2000;Kystklit
MFD06490;MFD06490;soil;57.02340135;8.46855015;natural_soil;2022-01-28T00:00:00Z;2140;Klithede
MFD06491;MFD06491;soil;56.3026698;8.134068005;natural_soil;2022-02-02T00:00:00Z;9100;Skov
MFD06492;MFD06492;soil;56.31053623;8.12846109;natural_soil;2022-02-02T00:00:00Z;2140;Klithede
MFD06493;MFD06493;soil;56.27748924;8.50144934;natural_soil;2022-03-14T00:00:00Z;2320;Revling-indlandsklit
MFD06494;MFD06494;Soil;56.10222983;9.71987843;natural_soil;02-03-2022;2;ikke habitatnatur
MFD06495;MFD06495;soil;57.0242693;8.46108005;natural_soil;2022-01-28T00:00:00Z;2140;Klithede
MFD06496;MFD06496;soil;56.25450595;8.51318608;natural_soil;2022-03-14T00:00:00Z;9100;Skov
MFD06497;MFD06497;soil;57.02973979;8.46370474;natural_soil;2022-01-28T00:00:00Z;2170;Grårisklit
MFD06498;MFD06498;soil;56.30453023;8.132653865;natural_soil;2022-02-02T00:00:00Z;9100;Skov
MFD06499;MFD06499;soil;56.2749477;8.50076582;natural_soil;2022-03-14T00:00:00Z;4030;Tør hede
MFD06500;MFD06500;soil;57.01582463;8.47343693;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06501;MFD06501;soil;56.30664793;8.13465267;natural_soil;2022-02-02T00:00:00Z;2140;Klithede
MFD06502;MFD06502;soil;57.02141266;8.45530265;natural_soil;2022-01-28T00:00:00Z;2130;Grå/grøn klit
MFD06503;MFD06503;soil;56.26709809;8.511033082;natural_soil;2022-03-14T00:00:00Z;4030;Tør hede
MFD06504;MFD06504;soil;56.31297885;8.13183149;natural_soil;2022-02-02T00:00:00Z;2140;Klithede
MFD06505;MFD06505;soil;56.30131802;8.13582042;natural_soil;2022-02-02T00:00:00Z;2000;Kystklit
MFD06506;MFD06506;Soil;56.10712627;9.71677669;natural_soil;03-03-2022;6400;Eng
MFD06507;MFD06507;Soil;56.10304779;9.72024024;natural_soil;02-03-2022;2;ikke habitatnatur
MFD06508;MFD06508;soil;56.30119202;8.13708826;natural_soil;2022-02-02T00:00:00Z;2100;Kystklit
MFD06509;MFD06509;soil;56.28114957;8.4913449;natural_soil;2022-03-14T00:00:00Z;4010;Våd hede
MFD06510;MFD06510;soil;56.30129254;8.13647468;natural_soil;2022-02-02T00:00:00Z;2000;Kystklit
MFD06511;MFD06511;soil;56.27705232;8.49733846;natural_soil;2022-03-14T00:00:00Z;4030;Tør hede
MFD06512;MFD06512;Soil;56.10450635;9.71777128;natural_soil;02-03-2022;7000;Mose og Kær
MFD06513;MFD06513;soil;56.30264035;8.13704646;natural_soil;2022-02-02T00:00:00Z;9100;Skov
MFD06514;MFD06514;soil;56.26302254;8.50847886;natural_soil;2022-03-14T00:00:00Z;5130;Enekrat
MFD06515;MFD06515;Soil;56.10611872;9.71328662;natural_soil;03-03-2022;9100;Skov
MFD06516;MFD06516;soil;56.22818753;10.5835504;natural_soil;19-07-2021;9190;Stilkege-krat
MFD06517;MFD06517;soil;56.2586649;8.45147645;natural_soil;2022-04-04T00:00:00Z;9100;Skov
MFD06518;MFD06518;soil;56.22561744;10.59329816;natural_soil;19-07-2021;9190;Stilkege-krat
MFD06519;MFD06519;soil;56.22703985;10.58880296;natural_soil;22-07-2021;6410;Tidvis våd eng
MFD06520;MFD06520;soil;56.2769189;8.4731647;natural_soil;2022-04-04T00:00:00Z;7140;Hængesæk
MFD06521;MFD06521;soil;56.22822201;10.59159926;natural_soil;19-07-2021;6200;Overdrev
MFD06522;MFD06522;soil;57.02940855;8.4749434;natural_soil;2022-04-29T00:00:00Z;2140;Klithede
MFD06523;MFD06523;Soil;56.20771581;10.12089578;natural_soil;2022-05-04T00:00:00Z;9100;Skov
MFD06524;MFD06524;soil;56.47051197;9.837258135;natural_soil;2022-03-25T00:00:00Z;2;ikke habitatnatur
MFD06525;MFD06525;soil;56.26461247;8.47287144;natural_soil;2022-04-04T00:00:00Z;4030;Tør hede
MFD06526;MFD06526;soil;56.28098028;8.46523762;natural_soil;2022-04-04T00:00:00Z;6230;Surt overdrev
MFD06527;MFD06527;soil;56.27363452;8.44296236;natural_soil;2022-04-04T00:00:00Z;4030;Tør hede
MFD06528;MFD06528;soil;57.02178324;8.47332078;natural_soil;2022-04-29T00:00:00Z;9100;Skov
MFD06529;MFD06529;soil;56.26447084;8.473325;natural_soil;2022-04-04T00:00:00Z;4030;Tør hede
MFD06530;MFD06530;soil;57.01652934;8.45071433;natural_soil;2022-04-29T00:00:00Z;2170;Grårisklit
MFD06531;MFD06531;Soil;56.20810241;10.12142769;natural_soil;2022-05-04T00:00:00Z;6410;Tidvis våd eng
MFD06532;MFD06532;soil;57.02617143;8.47159942;natural_soil;2022-04-29T00:00:00Z;9100;Skov
MFD06533;MFD06533;soil;56.27786099;8.43143008;natural_soil;2022-04-04T00:00:00Z;4030;Tør hede
MFD06534;MFD06534;Soil;56.20665278;10.11766244;natural_soil;2022-05-04T00:00:00Z;7000;Mose og Kær
MFD06535;MFD06535;soil;56.28733506;8.41993578;natural_soil;2022-04-04T00:00:00Z;4030;Tør hede
MFD06536;MFD06536;soil;56.48213496;9.830679835;natural_soil;2022-03-23T00:00:00Z;9190;Stilkege-krat
MFD06537;MFD06537;soil;56.47148148;9.82510636;natural_soil;2022-03-25T00:00:00Z;9130;Bøg på muld
MFD06538;MFD06538;soil;56.47927935;9.8079784;natural_soil;2022-03-25T00:00:00Z;9100;Skov
MFD06539;MFD06539;soil;56.23058128;10.57247971;natural_soil;13-07-2021;6230;Surt overdrev
MFD06540;MFD06540;Soil;56.20686641;10.11731024;natural_soil;2022-05-04T00:00:00Z;7000;Mose og Kær
MFD06541;MFD06541;soil;56.46551951;9.851538625;natural_soil;2022-03-25T00:00:00Z;9130;Bøg på muld
